Node,Label,Type,In-strength,Out-strength,Total strength,Degree centrality,Betweenness centrality,Closeness centrality,Eigenvector centrality,PageRank
ms_240,240,manuscript,1.0,0.0,1.0,0.002840909090909091,0.0,0.19906498727597596,0.0033200015036589847,0.0017726553342964965
ms_252,252,manuscript,1.0,0.0,1.0,0.002840909090909091,0.0,0.20467245170628515,0.0008239729413006587,0.002755265367300034
ms_253,253,manuscript,1.0,0.0,1.0,0.002840909090909091,0.0,0.1777819753384913,0.00018149079651866708,0.0019015420090422262
ms_272,272,manuscript,1.0,0.0,1.0,0.002840909090909091,0.0,0.17480654478889313,0.0001568578914788636,0.0022593031645367157
ms_138,138,manuscript,1.0,0.0,1.0,0.002840909090909091,0.0,0.1927509305861382,0.005724887213925568,0.0020885977605204567
ms_297,297,manuscript,1.0,1.0,2.0,0.005681818181818182,4.027608194274861e-06,0.25054731157148696,0.08486395318546601,0.001692205846017647
ms_182,182,manuscript,1.0,0.0,1.0,0.002840909090909091,0.0,0.23471215845250257,0.06515475173268963,0.001692205846017647
ms_225,225,manuscript,1.0,1.0,2.0,0.014204545454545456,0.0007527195027195027,0.2247680656599621,0.0351884807639515,0.0017624722273721443
ms_132,132,manuscript,1.0,0.0,1.0,0.002840909090909091,0.0,0.1927509305861382,0.005724887213925568,0.0020885977605204567
ms_160,160,manuscript,1.0,0.0,1.0,0.002840909090909091,0.0,0.21207494520073836,0.0015639632827367915,0.0017096403072125632
ms_133,133,manuscript,1.0,1.0,2.0,0.005681818181818182,7.77900083455639e-05,0.2543608170748582,0.0708796389466152,0.001692205846017647
ms_41,41,manuscript,1.0,0.0,1.0,0.005681818181818182,0.0,0.19055308645174665,0.032656697319891084,0.0019703647496274487
ms_268,268,manuscript,0.0,1.0,1.0,0.002840909090909091,0.0,0.1782560606060606,0.00022092191658858466,0.00167794128685817
ms_206,206,manuscript,1.0,0.0,1.0,0.005681818181818182,0.0,0.19208627220480667,0.032842492470848784,0.0018688331478179969
ms_232,232,manuscript,1.0,0.0,1.0,0.002840909090909091,0.0,0.2031794003868472,0.019709201452776395,0.007803995784647515
ms_183,183,manuscript,1.0,1.0,2.0,0.005681818181818182,6.622165713074805e-06,0.2452165177082639,0.07372590374849801,0.001692205846017647
ms_248,248,manuscript,1.0,1.0,2.0,0.005681818181818182,6.475006475006475e-05,0.20580672021943575,0.0009957465598664623,0.0022593031645367157
ms_255,255,manuscript,1.0,1.0,2.0,0.005681818181818182,0.00033993783993783994,0.18486178851568785,0.0005630345728035875,0.001974174588567747
