Node,Label,Type,In-strength,Out-strength,Total strength,Degree centrality,Betweenness centrality,Closeness centrality,Eigenvector centrality,PageRank,Mean percentile
ms_1,1,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.9235127478753541,0.9844192634560907,0.660056657223796,0.6657223796033994,0.8470254957507082,0.7622167138810199
ms_186,186,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.8753541076487252,0.9320113314447592,0.8413597733711048,0.6175637393767706,0.5439093484419264,0.728399433427762
ms_235,235,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.9220963172804533,0.6713881019830028,0.6770538243626062,0.8172804532577904,0.7245042492917848
ms_225,225,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.9447592067988668,0.9745042492917847,0.6798866855524079,0.7110481586402266,0.4348441926345609,0.720254957507082
ms_56,56,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.8753541076487252,0.9220963172804533,0.7691218130311614,0.669971671388102,0.4971671388101983,0.7188385269121813
ms_180,180,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.9220963172804533,0.6756373937677054,0.6813031161473088,0.7634560906515581,0.7188385269121813
ms_70,70,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.8753541076487252,0.9220963172804533,0.7691218130311614,0.669971671388102,0.4971671388101983,0.7188385269121813
ms_74,74,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.9220963172804533,0.6756373937677054,0.6813031161473088,0.7634560906515581,0.7188385269121813
ms_85,85,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.8753541076487252,0.9886685552407932,0.31728045325779036,0.6345609065155807,0.8994334277620396,0.7165368271954674
ms_222,222,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.9235127478753541,0.9716713881019831,0.5354107648725213,0.7082152974504249,0.5396600566572238,0.7119334277620397
ms_152,152,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.9022662889518414,0.9730878186968839,0.8994334277620396,0.2096317280453258,0.7115793201133145
ms_155,155,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.9022662889518414,0.9730878186968839,0.8994334277620396,0.2096317280453258,0.7115793201133145
ms_133,133,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.9022662889518414,0.9730878186968839,0.8994334277620396,0.2096317280453258,0.7115793201133145
ms_126,126,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.9022662889518414,0.9730878186968839,0.8994334277620396,0.2096317280453258,0.7115793201133145
ms_194,194,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.9773371104815864,0.6657223796033994,0.6373937677053825,0.6912181303116147,0.709985835694051
ms_34,34,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.8895184135977338,0.9971671388101983,0.8640226628895185,0.2096317280453258,0.7085694050991502
ms_115,115,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.9546742209631728,0.546742209631728,0.6317280453257791,0.7818696883852692,0.7029036827195468
ms_46,46,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.8753541076487252,0.9603399433427762,0.19263456090651557,0.6203966005665722,0.9178470254957507,0.6979461756373937
ms_302,302,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.8087818696883853,0.9943342776203966,0.8611898016997167,0.2096317280453258,0.6977691218130312
ms_90,90,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.8668555240793201,0.9065155807365439,0.8668555240793201,0.2096317280453258,0.6947592067988669
ms_176,176,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.9235127478753541,0.9660056657223796,0.3059490084985836,0.42492917847025496,0.9121813031161473,0.6936968838526912
ms_213,213,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.839943342776204,0.6543909348441926,0.5779036827195467,0.7634560906515581,0.6929886685552408
ms_73,73,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.7124645892351275,0.9390934844192634,0.9645892351274787,0.2096317280453258,0.6917492917847026
ms_294,294,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.7124645892351275,0.9390934844192634,0.9645892351274787,0.2096317280453258,0.6917492917847026
ms_62,62,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.7124645892351275,0.9390934844192634,0.9645892351274787,0.2096317280453258,0.6917492917847026
ms_295,295,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.7124645892351275,0.9390934844192634,0.9645892351274787,0.2096317280453258,0.6917492917847026
ms_84,84,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.7124645892351275,0.9390934844192634,0.9645892351274787,0.2096317280453258,0.6917492917847026
ms_61,61,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.7124645892351275,0.9390934844192634,0.9645892351274787,0.2096317280453258,0.6917492917847026
ms_55,55,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.7124645892351275,0.9390934844192634,0.9645892351274787,0.2096317280453258,0.6917492917847026
ms_300,300,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.7124645892351275,0.9390934844192634,0.9645892351274787,0.2096317280453258,0.6917492917847026
ms_67,67,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.7124645892351275,0.9390934844192634,0.9645892351274787,0.2096317280453258,0.6917492917847026
ms_59,59,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.7124645892351275,0.9390934844192634,0.9645892351274787,0.2096317280453258,0.6917492917847026
ms_296,296,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.7124645892351275,0.9390934844192634,0.9645892351274787,0.2096317280453258,0.6917492917847026
ms_66,66,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.7124645892351275,0.9390934844192634,0.9645892351274787,0.2096317280453258,0.6917492917847026
ms_63,63,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.7124645892351275,0.9390934844192634,0.9645892351274787,0.2096317280453258,0.6917492917847026
ms_65,65,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.7124645892351275,0.9390934844192634,0.9645892351274787,0.2096317280453258,0.6917492917847026
ms_297,297,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.7124645892351275,0.9390934844192634,0.9645892351274787,0.2096317280453258,0.6917492917847026
ms_72,72,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.7124645892351275,0.9390934844192634,0.9645892351274787,0.2096317280453258,0.6917492917847026
ms_298,298,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.7124645892351275,0.9390934844192634,0.9645892351274787,0.2096317280453258,0.6917492917847026
ms_68,68,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.7124645892351275,0.9390934844192634,0.9645892351274787,0.2096317280453258,0.6917492917847026
ms_54,54,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.7124645892351275,0.9390934844192634,0.9645892351274787,0.2096317280453258,0.6917492917847026
ms_69,69,manuscript,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.7124645892351275,0.9390934844192634,0.9645892351274787,0.2096317280453258,0.6917492917847026
