Node,Label,Type,In-strength,Out-strength,Total strength,Degree centrality,Betweenness centrality,Closeness centrality,Eigenvector centrality,PageRank,Mean percentile
mainz,Mainz,place,0.9461756373937678,0.9192634560906515,0.9291784702549575,0.9235127478753541,0.9575070821529745,0.6373937677053825,0.4730878186968839,0.8441926345609065,0.8287889518413598
fleury,Fleury,place,0.9702549575070821,0.9447592067988668,0.9546742209631728,0.9504249291784702,0.8951841359773371,0.6175637393767706,0.3654390934844193,0.9150141643059491,0.8266643059490084
paris,Paris,place,0.9461756373937678,0.9320113314447592,0.9405099150141643,0.9235127478753541,0.9121813031161473,0.613314447592068,0.37110481586402266,0.8838526912181303,0.8153328611898017
echternach,Echternach,place,0.9702549575070821,0.5949008498583569,0.9206798866855525,0.9235127478753541,0.8668555240793201,0.6402266288951841,0.5892351274787535,0.9320113314447592,0.8047096317280452
germany,Germany,place,0.07932011331444759,0.9915014164305949,0.9886685552407932,0.9886685552407932,0.9801699716713881,0.9093484419263456,0.7053824362606232,0.7790368271954674,0.8027620396600567
lyon,Lyon,place,0.9461756373937678,0.9192634560906515,0.9291784702549575,0.9235127478753541,0.8555240793201133,0.6090651558073654,0.38243626062322944,0.8356940509915014,0.8001062322946175
auxerre,Auxerre,place,0.9461756373937678,0.7577903682719547,0.9107648725212465,0.8753541076487252,0.8087818696883853,0.5949008498583569,0.35127478753541075,0.9830028328611898,0.7785056657223796
verdun,Verdun,place,0.9702549575070821,0.6005665722379604,0.9291784702549575,0.9235127478753541,0.8087818696883853,0.6062322946175638,0.36827195467422097,0.9915014164305949,0.7747875354107647
tallaght,Tallaght,place,0.5070821529745042,0.9320113314447592,0.9107648725212465,0.8753541076487252,0.839943342776204,0.8569405099150141,0.8881019830028328,0.2096317280453258,0.7524787535410765
iona,Iona,place,0.5070821529745042,0.9320113314447592,0.9107648725212465,0.8753541076487252,0.839943342776204,0.8569405099150141,0.8881019830028328,0.2096317280453258,0.7524787535410765
armagh,Armagh,place,0.5070821529745042,0.9320113314447592,0.9107648725212465,0.8753541076487252,0.8512747875354107,0.8470254957507082,0.8696883852691218,0.2096317280453258,0.7503541076487253
bangor,Bangor,place,0.5070821529745042,0.9192634560906515,0.8980169971671388,0.8753541076487252,0.8087818696883853,0.8611898016997167,0.8923512747875354,0.2096317280453258,0.7464589235127479
soissons,Soissons,place,0.5070821529745042,0.9801699716713881,0.9688385269121813,0.9716713881019831,0.8668555240793201,0.6628895184135978,0.5864022662889519,0.38526912181303113,0.7411473087818697
wurzburg,Würzburg,place,0.9830028328611898,0.29745042492917845,0.9405099150141643,0.9235127478753541,0.34277620396600567,0.6912181303116147,0.6430594900849859,0.9220963172804533,0.7179532577903683
saint-amand,Saint-Amand,place,0.5070821529745042,0.9759206798866855,0.9660056657223796,0.9674220963172805,0.8739376770538244,0.6487252124645893,0.3909348441926346,0.38526912181303113,0.7144121813031161
brittany,Brittany,place,0.5070821529745042,0.9447592067988668,0.9291784702549575,0.9235127478753541,0.8611898016997167,0.6288951841359773,0.37960339943342775,0.38526912181303113,0.6949362606232294
tours,Tours,place,0.5070821529745042,0.9447592067988668,0.9291784702549575,0.9235127478753541,0.8470254957507082,0.613314447592068,0.35694050991501414,0.38526912181303113,0.688385269121813
augsburg,Augsburg,place,0.5070821529745042,0.9320113314447592,0.9107648725212465,0.8753541076487252,0.8895184135977338,0.46458923512747874,0.45325779036827196,0.45325779036827196,0.685729461756374
northumbria,Northumbria,place,0.5070821529745042,0.9660056657223796,0.9546742209631728,0.9589235127478754,0.8739376770538244,0.10339943342776203,0.48441926345609065,0.6147308781869688,0.6828966005665722
clondalkin,Clondalkin,place,0.5070821529745042,0.7577903682719547,0.7521246458923513,0.6912181303116147,0.8087818696883853,0.8526912181303116,0.8838526912181303,0.2096317280453258,0.6828966005665722
